"","Country","Country_code","Year","ln_CO2","ln_IU","ln_MIS","ln_OP","ln_GDP","ln_TOG","ln_REC","ln_ERT","ln_R","ln_GEE","ln_LS","ln_LE","ln_ME","ln_HDI","ln_AE","ln_SE","ln_TR","ln_UP","ln_UPP","ln_MAN","ln_IND","ln_FDI","ln_Exp","ln_Man_2","ln_FDI_2"
"Italy-1996","Italy",19,"1996",1.98079031258588,0.0230228319652445,2.42362248969067,NA,10.046791244885,3.75837516030583,1.55791593831744,10.7236459467268,7.08924315502751,2.21033603813432,NA,4.36337821906782,NA,-0.20334092401803,4.60517018598809,NA,3.75837519913879,17.455361335717,4.20442392657987,3.24642405401849,3.22556880235683,4.05703591007311,26.603448491975,2.92568895494349,NA
"Italy-1997","Italy",19,"1997",1.98840463023847,0.822743643869654,3.02624478397807,NA,9.99101048219723,3.79747611229057,1.57514037214883,10.6729328230471,7.53583046279837,NA,NA,4.36722246983384,NA,-0.193584749072665,4.60517018598809,NA,3.79747620251704,17.4567857731713,4.2053192886644,3.30169403064643,3.20454185044568,4.05749425734619,26.652572678094,2.91536291762741,NA
"Italy-1998","Italy",19,"1998",2.01389365606897,1.51699791401562,3.58308242486458,NA,10.0131549587435,3.80872121870914,1.559748684985,10.6533805479399,7.71199650704767,2.22382111223098,NA,4.36913906753327,NA,-0.187535123846842,4.60517018598809,NA,3.80872125794091,17.4579680702054,4.20621384979275,3.30962559290737,3.24467894831513,4.05595337180075,26.6791574750092,2.90999607645396,NA
"Italy-1999","Italy",19,"1999",2.02917875614474,2.66572778915738,3.97409879271211,NA,9.99902745779596,3.79819991187537,1.61391981056043,10.656436192678,7.86134179559999,2.2569703855662,NA,4.37480550299551,NA,-0.180323554131282,4.60517018598809,4.44463751786063,3.7981999387348,17.4590300542684,4.20710761139667,3.27008905356606,3.23564544849793,4.06193449564936,26.6693265813885,2.88094850235867,NA
"Italy-2000","Italy",19,"2000",2.03629497753889,3.14030325308181,4.3062182754696,NA,9.91034355741997,3.920102078156,1.63315443905142,10.4743204782041,7.96831950001272,2.22148997664544,NA,4.37924838867614,NA,-0.173163619009189,4.60517018598809,4.46312701358518,3.92010208162538,17.4603760536572,4.20800057490403,3.36692527193201,3.31939865050183,4.07211787602989,26.783410741958,2.86637755834934,NA
"Italy-2001","Italy",19,"2001",2.03635195036938,3.30402976716022,4.49884434788978,NA,9.92822672011925,3.91271885588655,1.68268837417369,10.4509434217046,8.16422565226583,2.28471229831058,NA,4.38361074516173,2.17941695868625,-0.16369609267079,4.60517018598809,4.48018774670619,3.91271876333247,17.4618298933115,4.20889274173892,3.24801327321455,3.23511181189101,4.07424554529581,26.8087973228072,2.84156455804773,NA
"Italy-2002","Italy",19,"2002",2.0505442155714,3.33363206216639,4.55291428950039,NA,10.015757548117,3.87240703958815,1.7227665977411,10.5321938071959,7.91095738284559,2.25037344041844,NA,4.38488838960286,NA,-0.158995731490458,4.60517018598809,4.50594591611751,3.87240699175391,17.4648042322962,4.21037791993623,3.25917785773577,3.24877418536604,4.0755447311254,26.7803502497662,2.82174869770317,NA
"Italy-2003","Italy",19,"2003",2.08746670822448,3.3686741899566,4.59369540710726,NA,10.2228980062495,3.83187192874373,1.83098018238134,10.7656892962364,8.04173471148754,2.26463919405595,1.92480085124158,4.38181319726359,NA,-0.153151179494175,4.60517018598809,4.5132499438469,3.83187178186697,17.4710137965273,4.21214241258356,3.18023239310652,3.17691746809002,4.07368208734615,26.7672815895194,2.78071283824754,NA
"Italy-2004","Italy",19,"2004",2.10282322832176,3.50375396998725,4.6862910399453,NA,10.3519227717278,3.85926190568532,1.78170913337455,10.8491951348296,8.16308637558322,2.23582119715533,NA,4.39173544880084,NA,-0.145025772050258,4.60517018598809,4.52602935483497,3.85926193965415,17.4792470093274,4.21390379727974,3.32298176952921,3.29503665052922,4.07150193648134,26.8267721535662,2.7660799445388,NA
"Italy-2005","Italy",19,"2005",2.10093184508086,3.55534806148941,4.8109844113372,1.7671764339672,10.3752113288474,3.89794458311295,1.90210752639692,10.8982925630926,8.21148291644507,2.19405399339526,1.88318519701794,4.39176564158175,2.22697969256169,-0.141563564321787,4.60517018598809,4.5257538570984,3.89794456765421,17.4859044266016,4.21564732230068,3.2864575144425,3.24433450700386,4.08615555565719,26.858431397548,2.74398361366747,NA
"Italy-2006","Italy",19,"2006",2.08265716789089,3.63732296719953,4.92458042096547,2.14306167247607,10.4201876855778,3.97346008176575,2.01623546577604,10.934381157595,8.24617155985756,2.24799589552834,1.91394379593975,4.39793599240022,2.23954944198122,-0.135819723142535,4.60517018598809,4.5364621310799,3.97346013471803,17.4906505058589,4.21738781273223,3.41876214692655,3.31864930383357,4.10191304144743,26.9382617199509,2.7476150029145,NA
"Italy-2007","Italy",19,"2007",2.06188430700935,3.70843695332947,5.02899046125537,2.2613359239144,10.5419342594678,4.00844993655531,2.16676536985151,11.0106293612033,8.61902749729751,2.17185097105517,1.84590042186278,4.39979467327227,2.25457692298746,-0.131248286609954,4.60517018598809,4.53227492435747,4.00845001589033,17.497437323054,4.21912527911941,3.37377468970569,3.28017427645377,4.1028656111871,26.9983905241335,2.76979946670667,NA
"Italy-2008","Italy",19,"2008",2.02343300158067,3.79616311933361,5.02743087075714,2.37741423361469,10.6199828427221,3.99806997383696,2.38139627341834,11.0376535828177,8.44052810648075,2.21630361729735,1.84912199710578,4.40042344404617,2.26699729281393,-0.13010868534702,4.60517018598809,4.55608098711224,3.99807001423088,17.5057964725488,4.22085973195232,3.12784169297839,3.10569398739406,4.04546655197806,26.9661861653444,2.73891925329763,NA
"Italy-2009","Italy",19,"2009",1.90493490167962,3.88834487807357,5.01831328341968,2.52069198159079,10.5247830611,3.81592527491175,2.52892353520477,11.0316063767077,8.70649036194662,2.18050672326207,1.80122890356852,4.40227751156294,2.27542867272069,-0.13010868534702,4.60517018598809,4.55426860434477,3.81592527959084,17.5120693999546,4.22257652095221,2.02852381964345,2.32493259116048,4.06538270521304,26.7699715955346,2.61840068516827,NA
"Italy-2010","Italy",19,"2010",1.92232507737702,3.98304049266343,5.0535253803199,2.6894041047662,10.4922638663261,3.95136271869836,2.54866361559075,11.0061124465913,8.71719093322313,2.16111022523965,1.76461332143285,4.40716531076135,2.28472352063126,-0.125563222975346,4.60517018598809,4.56798656455386,3.95136274995845,17.5168737894598,4.22430500324814,3.56960681592789,3.34996855425736,4.06039479287187,26.8811691182188,2.65530505237759,NA
"Italy-2011","Italy",19,"2011",1.89920693531731,3.99618028217912,5.07516746146364,2.73618404034598,10.5622927262535,4.00997555400876,2.47653840011748,11.161057520304,8.87472776576685,2.12460134330024,1.79332052761813,4.409006931908,2.29232867530108,-0.122167633974208,4.60517018598809,4.54676821101111,4.00997563633589,17.5203044529099,4.22601589266972,3.3211511590426,3.21553210560692,4.07811493355842,26.9339500845001,2.6542305971933,NA
"Italy-2012","Italy",19,"2012",1.84493823503743,4.02231132332012,5.08431520264382,2.818243022342,10.4645742943674,4.01916690511375,2.66653352089928,11.1974884290477,8.87863674743007,2.08161795974801,1.79618053225765,4.40962993867739,2.30495228897352,-0.124430078378177,4.60517018598809,4.54299516292052,4.0191668180663,17.5265002444125,4.22951627545156,3.09479217377883,2.99547131242203,4.05237584142585,26.9540694214814,2.62825820710681,NA
"Italy-2013","Italy",19,"2013",1.74953123355,4.06833078561209,5.07892787928443,2.97849455406766,10.4789789788892,4.00492263485764,2.79239134953596,11.2114165068599,8.90041269057708,2.0958781922243,1.76604566943999,4.41510162532991,NA,-0.125563222975346,4.60517018598809,4.5574149411049,4.00492271875466,17.54237859628,4.23380211044797,3.20852959118152,3.08216853175285,4.06807205969736,26.9578043096554,2.6304503826415,NA
"Italy-2014","Italy",19,"2014",1.68407690047841,4.01887469269675,5.0043206076979,3.10408879669598,10.4791375703065,4.01317274089285,2.84083131233603,11.2614534242691,8.91891797990868,2.07768123900239,1.7841512735378,4.41992729307322,2.32452856430239,-0.124430078378177,4.60517018598809,4.55814388030526,4.01317264779008,17.5557923092747,4.2380407841455,3.26967403402626,3.12503767210201,4.06594738669962,26.9836204165297,2.63735869033279,NA
"Italy-2015","Italy",19,"2015",1.71618417187255,4.06288373575877,4.98077335700732,3.27290936136062,10.3169997337684,4.03279137895438,2.80759383143847,11.0490079178973,8.970050661827,2.09135900481626,1.82436704674173,4.41333030257468,2.33272236866427,-0.125563222975346,4.60517018598809,4.5597008467708,4.0327914824386,17.5590493238178,4.24226156729384,3.35413914254074,3.23309207703651,4.06485826082222,27.0254725270959,2.66690672335579,NA
"Italy-2016","Italy",19,"2016",1.70441442659543,4.11617540531696,4.96268490771473,3.36655417571858,10.3404749549727,4.01399463595188,2.77819796100429,11.1039598873612,8.9987547694957,2.05090059104544,1.87434151912843,4.4217748822024,NA,-0.119910296672558,4.60517018598809,4.55471275269762,4.01399471155165,17.561510596036,4.24642166510245,3.36915296572939,3.31605804807909,4.07582681650286,27.0439556811841,2.69402117778803,NA
"Italy-2017","Italy",19,"2017",1.69338515772447,4.14436170350589,4.94004480423929,3.47112137507606,10.3861210974025,4.07080595594313,2.79910893204918,11.0849898760072,9.01408214944336,2.11567466189194,1.86336932434347,4.41819391034027,NA,-0.118783535989967,4.60517018598809,4.55032807567995,4.07080595684253,17.5641405814338,4.2505502718855,3.38627798580394,3.32448640781999,4.0621670581753,27.0968938113798,2.70229168093124,NA
"Italy-2018","Italy",19,"2018",1.68210659344602,4.30928365441778,4.93582908500108,3.57368462865002,10.452249497664,4.09939099491215,2.83790818836042,11.1548987506586,9.06820060481506,2.17426752786811,1.87000920332067,4.42300471457316,NA,-0.113168698105638,4.60517018598809,NA,4.10013410376983,17.5664225599485,4.25473289026637,3.32518323153164,3.2860156066984,4.0884534027832,27.1180875014693,2.7087019056758,NA
"Italy-2019","Italy",19,"2019",1.66983953370942,4.21730985475961,4.89088533180733,3.64496413853877,10.424473909655,4.09232552906999,2.84897089215859,11.1002033886492,9.11029901779596,2.13399835484191,1.86919878138161,4.42481742155726,NA,-0.108699416923341,4.60517018598809,NA,4.09361588013111,17.5591140360274,4.25895463708389,3.24402047249409,3.22847412373053,4.0789400662255,27.1337003159623,2.70029742045181,NA
"Japan-1990","Japan",20,"1990",2.17835609303184,-3.89744562362765,-0.354052212023182,NA,10.1413803636014,2.97875731555339,1.51527316158392,NA,7.88941044083724,NA,NA,4.36738026417863,2.45447321516704,-0.168418651624963,4.60517018598809,NA,2.97872598286174,18.3746017263017,4.34819835617572,3.26118252297528,3.21315207328947,4.05334830102252,26.3310076154416,NA,NA
"Japan-1991","Japan",20,"1991",2.18668590985828,-3.20798432813972,0.10500362437971,NA,10.2721160543484,2.89451824053067,1.55404553739012,NA,8.03915739047324,NA,NA,4.37072212513938,NA,-0.16369609267079,4.60517018598809,NA,2.89447123244507,18.380261064326,4.34992948856164,3.26118252297528,3.21315207328947,4.05296934659834,26.3838862948169,NA,NA
"Japan-1992","Japan",20,"1992",2.192960369361,-2.33636915157231,0.319289370238528,NA,10.3550402758043,2.85250122632353,1.43454030611428,NA,8.22356011347102,NA,NA,4.37139408945809,NA,-0.162518929497775,4.60517018598809,NA,2.85242773609222,18.3857397867646,4.35169628486605,3.26118252297528,3.21315207328947,4.05357137473609,26.4289244429128,NA,NA
"Japan-1993","Japan",20,"1993",2.18301501905015,-0.913102006267774,0.535384955279712,NA,10.4824006284036,2.77356418773484,1.48966440734869,NA,8.3224864539266,2.40829286700001,NA,4.3731581574304,NA,-0.156653810045377,4.60517018598809,NA,2.77345572128746,18.3907322719994,4.35344710279057,3.26118252297528,3.21315207328947,4.05242888947239,26.437142054819,NA,NA
"Japan-1994","Japan",20,"1994",2.22711074754886,-0.223538265453587,1.24178640989058,NA,10.5949712266483,2.7606620205642,1.27190593237301,11.2977333420936,8.45553053102413,2.40752328018017,NA,4.37810737904954,NA,-0.149660774554406,4.60517018598809,NA,2.77909705949085,18.3952591151943,4.35518202068864,3.26118252297528,3.21315207328947,4.05265563032989,26.4806612722093,3.15568957920781,NA
"Japan-1995","Japan",20,"1995",2.23353927716098,0.46647437625244,2.23401636386743,NA,10.6964262001306,2.79667779505478,1.36537418247519,11.4078411333923,8.53699581871242,2.33849940411213,NA,4.37621404253631,NA,-0.147340587898709,4.60517018598809,NA,2.8141793412925,18.3993369368485,4.35691393385881,3.43499954183152,3.31753764945551,4.05235976974877,26.5216415286384,3.15579825084627,NA
"Japan-1996","Japan",20,"1996",2.24286806033901,1.47544514893726,3.06343177820253,NA,10.5751567136996,2.90437701513317,1.34530527900425,11.2975170452412,8.60611940061064,NA,NA,4.38452655604539,NA,-0.141563564321787,4.60517018598809,NA,2.91909418026459,18.4032579242664,4.35856607529416,3.40490283245036,3.3597930227334,4.0523332865211,26.5688367135907,3.15107466175698,NA
"Japan-1997","Japan",20,"1997",2.23027018276433,2.21518205458782,3.41291153329621,NA,10.4811742719281,2.98484914776289,1.40416558840563,11.1842213779955,8.67590488257106,NA,NA,4.38731445872575,NA,-0.138113302129634,4.60517018598809,NA,2.99776705198753,18.4072644972459,4.36018994006471,3.3478565179437,3.20334743260709,4.05330852052677,26.6739620474906,3.15061785645347,NA
"Japan-1998","Japan",20,"1998",2.1907957286535,2.59630198523515,3.62311451963887,NA,10.3866466310659,2.94460666101956,1.39756956924744,11.1056751643537,8.77817188103347,2.29764796048314,NA,4.38827536332306,NA,-0.138113302129634,4.60517018598809,NA,2.95657665028232,18.4115902705158,4.36179841682689,3.09178582315124,3.08563297414027,4.05341157868644,26.6494268980742,3.12836642812046,NA
"Japan-1999","Japan",20,"1999",2.21947366094011,3.06298384432311,3.80483140680511,NA,10.5080813036541,2.89732699829756,1.34254793204371,11.2554287945219,8.85822643936501,NA,NA,4.38913545338268,NA,-0.136965855073157,4.60517018598809,NA,2.90957289714513,18.4150092916276,4.36339157550468,3.22566716525182,3.1781260128055,4.05787308396734,26.6692352317428,3.1091441627281,NA
"Japan-2000","Japan",20,"2000",2.23252903806022,3.40088867935183,3.96399782595399,NA,10.5756500765173,2.97360790387783,1.30833281965018,11.3125455938812,8.96954188542325,NA,NA,4.39538818970244,NA,-0.131248286609954,4.60517018598809,NA,2.98667402118047,18.4182853873751,4.36499491486529,3.44240655958149,3.30709950620479,4.05607899861238,26.7916642864051,3.11138899724107,NA
"Japan-2001","Japan",20,"2001",2.21972413427443,3.65149064436055,4.07553964166099,NA,10.4459915499984,2.97346644313469,1.25276296849537,11.1933844429651,9.01760477683336,NA,NA,4.39958499512746,NA,-0.127833371509885,4.60517018598809,NA,2.98558738777624,18.4376016249642,4.38190162686073,3.04011436213596,3.04081957737799,4.05430206516403,26.7230232394378,3.05020706714726,NA
"Japan-2002","Japan",20,"2002",2.24787684679134,3.84147609390339,4.15451881236193,NA,10.3988175460496,3.01784214232417,1.31103187661934,11.1572144848405,9.06392635352065,NA,NA,4.40138081135938,NA,-0.125563222975346,4.60517018598809,NA,3.02943828944713,18.4604303460654,4.40240507654918,3.20783499119274,3.12640251003454,4.05713786756373,26.7989887630526,3.03084369193814,NA
"Japan-2003","Japan",20,"2003",2.25263345400573,3.88022818248855,4.21897009245299,NA,10.4741008574975,3.05993285952659,1.43270073393405,11.2392667375086,9.12227389310773,NA,1.87423263101138,4.40378812645539,NA,-0.123298216344494,4.60517018598809,NA,3.07191199101774,18.4813643475588,4.42119926974835,3.41545941992849,3.27886397459794,4.0557144940166,26.8909208708142,3.04056850234387,NA
"Japan-2004","Japan",20,"2004",2.24809031273261,4.13346798907271,4.27176606653816,NA,10.5531785474312,3.1639698409016,1.44926916028128,11.3041941811884,9.14846496825809,NA,NA,4.40708800734242,NA,-0.118783535989967,4.60517018598809,NA,3.1748134192154,18.4989086674392,4.43840696810999,3.44937984506524,3.32864993644328,4.05501731492077,27.0251970592613,3.05024845178168,NA
"Japan-2005","Japan",20,"2005",2.25044820921366,4.20351380695407,4.32409356648436,3.58905911883173,10.5404054615284,3.26690206219053,1.39128190263093,11.2919329734671,9.21293699782345,NA,1.83069132712458,4.40580568315526,NA,-0.117658043468232,4.60517018598809,NA,3.27772920366535,18.5146870741141,4.45409144957405,3.43369322863246,3.33654203711446,4.05430898300327,27.093974093699,3.06448249360328,NA
"Japan-2006","Japan",20,"2006",2.23041617189657,4.22953477041767,4.35733320505818,3.94158180766969,10.4910393566068,3.40174310268499,1.48839958405704,11.2244361334392,9.2305350792617,NA,1.77676077241991,4.41063779410582,NA,-0.114289146402128,4.60517018598809,NA,3.41219604071504,18.5284928839219,4.46726352152005,3.39819673495843,3.31034458038081,4.05144099617406,27.1920626754239,3.06335754227396,NA
"Japan-2007","Japan",20,"2007",2.25871514397112,4.30811095172371,4.42908177074266,3.93963817246112,10.4851170940204,3.49093381611513,1.45628673293993,11.200670196131,9.24028744834414,NA,1.76558647744832,4.41288402506837,NA,-0.110931560707282,4.60517018598809,NA,3.49934867319878,18.5413729749046,4.47899453061634,3.44201836724018,3.28381229565901,4.06052295235456,27.2755125052091,3.08536755797623,NA
"Japan-2008","Japan",20,"2008",2.20211726718753,4.32280727501391,4.45659840479241,3.95124371858143,10.5935375409587,3.53016142559691,1.49065437644413,11.2679213277148,9.18768568141138,NA,1.80117379535605,4.41385907567097,NA,-0.110931560707282,4.60517018598809,NA,3.53802798838967,18.5526557072189,4.48979300394361,3.2515918983863,3.16979417746733,4.06069337011243,27.2912666273879,3.05748713735999,NA
"Japan-2009","Japan",20,"2009",2.15155856949076,4.35670882668959,4.50835926593624,3.95699637107088,10.628835596316,3.19418004016087,1.50629715351459,11.3441919708882,9.15925758174687,NA,1.83462633811961,4.41801452469153,NA,-0.109814866007207,4.60517018598809,NA,3.19830161998258,18.5624251981126,4.4996874406383,2.0994696192933,2.25789599618508,4.05635640376412,27.0249184208322,2.94694549363837,NA
"Japan-2010","Japan",20,"2010",2.2005591816373,4.35939751661352,4.56683256597726,3.88977739648083,10.7137098790348,3.34985049614876,1.53901544813755,11.3827273678812,9.15334665045606,2.13031372404333,1.78644812551809,4.41694342285506,2.52811778803016,-0.107585210679937,4.60517018598809,NA,3.35386150949729,18.5717087934402,4.50879143546538,3.74831972726124,3.59178996486814,4.05459002854088,27.2469472478828,3.0333267082359,NA
"Japan-2011","Japan",20,"2011",2.25055579780425,4.37013259924025,4.64163468889658,3.97029191355212,10.7946672027371,3.40767504716719,1.57277392806251,11.4558324372279,9.12216468107246,2.14441576724472,1.78496335339167,4.4139033735714,NA,-0.106472244510517,4.60517018598809,NA,3.4142124832512,18.5726825594808,4.51161746095504,3.13989052798909,3.07520725520445,4.05210951788558,27.2457505223496,2.97223610308148,NA
"Japan-2012","Japan",20,"2012",2.28465503853573,4.37571173761611,4.70395998851378,3.9926809084456,10.8025360971767,3.4167724880931,1.54329810992956,11.4506378486446,9.11899233251688,2.14057652948911,1.77877904912915,4.4199977400003,NA,-0.0998203352822109,4.60517018598809,NA,3.42217990084735,18.5719525495092,4.51248455902986,3.33846891464809,3.22335755053474,4.05249833301806,27.2472067944056,2.97892727864312,NA
"Japan-2013","Japan",20,"2013",2.29338604295645,4.47982722118044,4.7521039578984,3.98713047791495,10.6188522827185,3.52573587812254,1.61938824328727,11.2425629395208,9.1178960815849,2.13579908492455,1.77150309520557,4.42283204369074,NA,-0.0943106794712413,4.60517018598809,NA,3.53069002115856,18.5713652177079,4.5133399441698,3.23875732187904,3.27344859722454,4.05589141718162,27.2552796530084,2.96160819648564,NA
"Japan-2014","Japan",20,"2014",2.25788473047713,4.48983602087411,4.81892327742013,4.0342406381524,10.5577742314596,3.62251084788929,1.71918877639322,11.130890660881,9.1018638956401,2.14411455165431,1.78417257454059,4.42589763478542,NA,-0.089924707527987,4.60517018598809,NA,3.62556072206441,18.5708929266434,4.5141945982513,3.34547157165165,3.31008769626283,4.05933323336169,27.3445882844722,2.97520345354813,NA
"Japan-2015","Japan",20,"2015",2.22749827203965,4.51149697790417,4.83767524612092,3.96271611974366,10.4619781186279,3.5674857678666,1.81807677754543,11.0002795187555,9.08738146457573,2.12517386981288,1.7767602883768,4.4283602415832,NA,-0.0855578883616465,4.60517018598809,NA,3.5734972217217,18.5706746563802,4.51503757938888,3.36504589187672,3.30698271768033,4.0543985046338,27.3761958095212,3.01859249496739,NA
"Japan-2016","Japan",20,"2016",2.2180830534821,4.53456231051254,4.87814316772362,3.87535902105655,10.5808983928704,3.44394541922894,1.85473426838944,11.1203401056489,9.0617243476474,2.10365694740308,1.75674959442798,4.43063675940838,NA,-0.0822952427268302,4.60517018598809,NA,3.45131387222095,18.5709946183606,4.51586891646736,3.26519007161367,3.24718749320083,4.06647299528906,27.3922491072311,3.01003147929147,NA
"Japan-2017","Japan",20,"2017",2.20808813071361,4.51881183834656,4.91572126488059,3.87949981372259,10.5670527936405,3.53873114993978,1.93441576962958,11.0903799130601,9.04723303410603,2.09840968778262,1.77631398161027,4.43200366682679,NA,-0.0812100554255432,4.60517018598809,NA,3.54308567045524,18.5710283727684,4.51672141280298,3.40835989346369,3.36864258772398,4.05895282700298,27.4563413324891,3.01729541242622,NA
"Japan-2018","Japan",20,"2018",2.1749427753557,4.48578231077781,4.95910955655554,4.05698877567833,10.5897892712843,3.60092391831778,1.97685495290473,11.108397917215,9.03121370607875,2.09551882493205,1.8112292493159,4.43332526441305,NA,-0.0801260444792849,4.60517018598809,NA,3.60594638586981,18.5706440919868,4.5176059289157,3.38192873995181,3.30286814883763,4.06103426421989,27.4932478285616,3.02625030613703,NA
"Japan-2019","Japan",20,"2019",2.14487577930712,4.5296963347846,4.99904989983516,4.06902675423781,10.6080197243214,3.56047262847444,2.03992078351755,11.0924026565738,9.01627006814768,2.10205342298636,1.78179326831361,4.43504998652665,NA,-0.0790432073404529,4.60517018598809,NA,3.54755474375275,18.5701340770723,4.51850056877375,3.16474972253561,3.12881599014565,4.06581284271061,27.4785555174816,2.99866677454447,NA
"Korea, Rep-1990","Korea, Rep",21,"1990",1.75398203491385,-3.76080123925535,-1.70741003957859,NA,8.79634445602363,3.92691779284853,0.489773699137309,NA,7.26087390671809,NA,NA,4.27106100879993,2.22713822491907,-0.3051673867928,4.60399792933945,NA,3.92691786420781,17.2704506766784,4.30195475990832,3.62102474439997,3.64721784478948,4.05873992055845,24.6131191296002,3.21963442658537,NA
"Korea, Rep-1991","Korea, Rep",21,"1991",1.84795375427843,-3.07641242601896,-0.985153187758448,NA,8.94075783416165,3.90851845466757,-0.0452009776364308,NA,7.81475901994453,NA,NA,4.27730954341049,NA,-0.29169009384932,4.60429654397597,4.47811469366991,3.9085184115066,17.2955084915284,4.31711471049674,3.69253735146146,3.63894618329213,4.05996736066117,24.7284241054253,3.22640797612031,NA
"Korea, Rep-1992","Korea, Rep",21,"1992",1.91545544594028,-2.31867040069196,-0.497107918191145,NA,9.00290657252138,3.88689852524105,-0.283796713521354,NA,7.67688153722839,NA,NA,4.28355291957901,NA,-0.282362910974181,4.60459216862644,4.46421830091185,3.88689853259956,17.3171475173052,4.32836211008819,3.46681858912809,3.3683536632413,4.05723161958055,24.8428622327313,3.19502522032595,NA
"Korea, Rep-1993","Korea, Rep",21,"1993",2.0031901087432,-1.38650829200147,0.0487667410379697,NA,9.09211167296527,3.84841585275262,-0.320234658057052,NA,7.87855313535495,NA,NA,4.2904260292972,NA,-0.27049724769768,4.60486450572772,NA,3.84841576251636,17.3381279977354,4.33918437161807,3.50479013786767,3.48753975509909,4.05602421615703,24.9387350395341,3.2044320129272,NA
"Korea, Rep-1994","Korea, Rep",21,"1994",2.07142274525549,-1.16680752263818,0.754277184766831,NA,9.24815010633246,3.88498042445031,-0.817407948381945,8.94825326909587,8.08897928029519,NA,NA,4.29589070585324,NA,-0.257476230394715,4.60506138490345,NA,3.88498042883397,17.3586635900058,4.34965838964115,3.62903342797981,3.54939939383589,4.05659896148134,25.1050769611664,3.2308878995758,NA
"Korea, Rep-1995","Korea, Rep",21,"1995",2.14558087847997,-0.198833121502471,1.28528741518757,NA,9.43865279239709,3.96012763869788,-0.812853918812695,9.23909496743498,8.29704514908183,NA,NA,4.30000279919529,2.3023180573432,-0.244622582991334,4.60517018598809,NA,3.960127601316,17.3788354341902,4.35976824445879,3.66497148690684,3.57012798121825,4.05994769072366,25.3117368952569,3.25043116429471,NA
"Korea, Rep-1996","Korea, Rep",21,"1996",2.19787815070682,0.485038285261804,1.94113602030229,NA,9.50323754110793,3.96374169494335,-0.496531408571692,9.46085625928588,8.47128746325863,NA,NA,4.30610651500561,NA,-0.231932057347289,4.60517018598809,4.56369224721677,3.96374169632177,17.3937551950477,4.36516019256398,3.55368638316107,3.50490474380945,4.06024214997251,25.4087719542625,3.20700800380338,NA
"Korea, Rep-1997","Korea, Rep",21,"1997",2.23996015095614,1.28115647734441,2.70578885017443,NA,9.42532916566611,4.05218552402053,-0.390892051593207,9.45425941053816,8.53229064909539,NA,NA,4.31217320137218,NA,-0.215671536475509,4.60517018598809,4.54631945864013,4.05218556319841,17.4062167174696,4.3682445972001,3.47648489942521,3.4041578081808,4.06236708821404,25.5803173104878,3.20524800714475,NA
"Korea, Rep-1998","Korea, Rep",21,"1998",2.06933909228125,1.91424483425041,3.41148899717538,NA,9.02180353809037,4.22679684030051,-0.0524300303273189,9.09200380815135,8.64505856241413,NA,NA,4.31755315207167,NA,-0.218156009803171,4.60517018598809,4.5415917371669,4.22679681027952,17.4164723973064,4.3712816131377,2.94564792732501,2.84556967052926,4.07914164588563,25.7162861665958,3.23738773249347,NA
"Korea, Rep-1999","Korea, Rep",21,"1999",2.15419518394821,3.15921899871143,3.91983848365868,NA,9.27541792906751,4.09038262009512,-0.239365847152289,9.36011118847575,8.75602267275007,NA,NA,4.32293665785793,NA,-0.204567165741274,4.60517018598809,4.53546270208364,4.09038265756572,17.4265955647556,4.37429683661194,3.84439928922729,3.6666823709271,4.0891360116097,25.8320229872514,3.24546996089983,NA
"Korea, Rep-2000","Korea, Rep",21,"2000",2.27361897021847,3.79997350161952,4.04854436085557,NA,9.41385195657561,4.19109552342321,-0.356674943938732,9.55557907063751,8.85309383613849,NA,NA,4.32954521497597,2.36290755151669,-0.192371892647456,4.60517018598809,4.52867502831141,4.19109552178643,17.4379384088321,4.37727787715168,3.74368091549112,3.60495603514806,4.08647797012137,25.9889024959796,3.27519466322424,NA
"Korea, Rep-2001","Korea, Rep",21,"2001",2.29799014773616,4.03600898520914,4.12251189406677,NA,9.35541412678573,4.13073751850461,-0.371063681390832,9.5908527336621,8.94069859050406,NA,NA,4.3361423054493,NA,-0.182721636815294,4.60517018598809,4.53242571461378,4.13073745071719,17.4496093016128,4.38127635328318,3.36465172775381,3.33673899081899,4.07283585898647,25.9707479980745,3.21402675050345,NA
"Korea, Rep-2002","Korea, Rep",21,"2002",2.2739549022816,4.0842942263686,4.22460496864523,NA,9.4853220651618,4.06651144654344,-0.356674943938732,9.63165914400751,8.98857087621512,NA,NA,4.34075992746246,NA,-0.174353387144778,4.60517018598809,4.5310730599294,4.06651137109027,17.4598697028399,4.38575716757505,3.57124492467988,3.50623936367407,4.06740481038684,26.0913068879093,3.19808718939052,NA
"Korea, Rep-2003","Korea, Rep",21,"2003",2.27458630986606,4.18205014264121,4.25788497449533,NA,9.59375463542421,4.11373209159621,-0.162518929497775,9.75694270820444,9.03269227752482,NA,NA,4.34658900054733,NA,-0.16960278438618,4.60517018598809,4.54069768933752,4.1137321197286,17.469439341304,4.39014360277583,3.43750209211691,3.4130893995695,4.06953722629321,26.2186399695991,3.18320752924225,NA
